Protein IDs	Majority protein IDs	Peptides	Unique peptides	Score	Intensity	Intensity F01_Fraction1	Intensity F01_Fraction2	Intensity F01_Fraction3	Intensity F01_Fraction4	Intensity F02_FractionCyto	Intensity F02_FractionEnv	Intensity F04	Intensity F05	Intensity F06	Intensity F07_Fraction1	Intensity F07_Fraction2	Intensity F07_Fraction3	Intensity F07_Fraction4	Only identified by site	Reverse	Potential contaminant	id
MGYG000003937_01088	MGYG000003937_01088	31	22	20.49	5.8156E7	4.9025E5	5.8725E5	1.0954E6	4.1718E5	9.4694E6	3.7133E6	4.1555E5	7.9943E6	6.5897E6	1.6756E6	3.1142E6	2.0243E7	2.3508E6				107
MGYG000002528_01412	MGYG000002528_01412	48	3	20.48	6.6302E8	0E0	4.1737E7	0E0	1.4956E7	2.7523E7	0E0	1.3842E6	1.564E8	6.5474E7	2.4921E7	8.9017E7	2.1409E8	2.7523E7				108
MGYG000004748_00054	MGYG000004748_00054	15	2	20.48	1.5307E6	0E0	0E0	0E0	0E0	1.908E4	9.6883E3	0E0	1.4233E5	0E0	2.5745E4	8.6867E4	7.4656E5	5.0045E5				109
MGYG000002312_02077	MGYG000002312_02077	37	2	20.47	1.237E7	9.027E4	1.9685E5	1.252E5	6.4304E5	4.824E6	5.5096E5	4.3597E4	1.6932E6	1.8401E6	4.5934E5	6.0063E5	1.0981E6	2.0436E5				110
sp|P80188|NGAL_HUMAN	sp|P80188|NGAL_HUMAN	21	21	20.41	1.3135E7	1.1666E5	2.3557E5	2.3706E5	1.0312E5	5.365E5	4.033E5	1.5482E5	2.6177E6	1.9982E6	6.3104E5	6.0679E5	2.5406E6	2.9533E6				111
MGYG000003937_00155	MGYG000003937_00155	60	32	20.39	5.5643E7	1.8084E6	3.8148E6	6.488E5	6.2043E5	8.9397E6	1.9926E6	5.3464E5	8.6298E6	8.7464E6	1.781E6	7.2532E6	9.2071E6	1.6661E6				112
MGYG000004839_02530	MGYG000004839_02530	50	4	20.38	5.6939E6	0E0	1.4989E5	1.1574E5	6.4937E4	2.9628E5	0E0	1.9325E5	9.1299E5	9.065E5	2.8973E5	8.2653E5	1.272E6	6.6608E5				113
sp|P0DOY3|IGLC3_HUMAN	sp|P0DOY3|IGLC3_HUMAN	29	10	20.32	6.1123E6	8.168E3	7.0404E2	0E0	0E0	1.5282E5	2.7476E5	6.778E3	7.175E5	4.5529E5	1.3763E5	6.0715E5	2.3813E6	1.3702E6				114
MGYG000000039_00170	MGYG000000039_00170	47	15	20.32	1.812E7	4.8576E5	2.1399E5	9.33E4	8.178E4	4.1782E6	1.0224E6	3.6835E5	2.6977E6	1.7767E6	7.4433E5	1.2202E6	3.5675E6	1.6698E6				115
MGYG000003937_00253	MGYG000003937_00253	22	9	20.31	1.6459E7	1.9733E5	1.5356E6	1.8056E5	3.4905E5	8.338E5	1.6734E6	1.0582E5	2.1717E6	2.2798E6	3.3324E5	4.8411E5	2.3231E6	3.9915E6				116
MGYG000003937_01090	MGYG000003937_01090	61	18	20.28	1.9017E7	3.7958E5	9.9846E5	1.958E5	3.9553E4	5.8332E6	1.1696E6	1.1504E5	2.4411E6	1.9866E6	5.17E5	5.3683E5	4.3135E6	4.9062E5				117
MGYG000000031_02751	MGYG000000031_02751	89	5	20.27	1.3249E7	1.6779E5	7.7952E5	4.8548E5	1.1291E5	3.2779E6	3.5969E5	9.9673E4	1.586E6	2.1969E6	4.9225E5	1.6501E6	1.6147E6	4.2657E5				118
MGYG000001338_02508	MGYG000001338_02508	127	10	20.23	1.354E6	0E0	1.2595E4	4.0674E4	1.7759E4	3.1436E5	5.9207E4	2.0799E4	1.8861E5	2.0053E5	6.4655E4	1.6829E5	1.3732E5	1.2923E5				119
MGYG000003937_01160	MGYG000003937_01160	18	14	20.2	3.1498E7	2.4919E5	4.073E5	9.995E4	2.4099E5	1.0378E6	1.3415E6	3.2492E5	5.4379E6	4.9184E6	8.9266E5	1.7879E6	8.1856E6	6.5743E6				120
MGYG000000142_02834	MGYG000000142_02834	200	1	20.16	4.5197E6	0E0	0E0	0E0	0E0	2.8799E6	1.6398E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0				121
MGYG000001338_02151	MGYG000001338_02151	193	11	20.15	2.4643E6	4.0419E4	3.6354E5	1.0654E5	4.8629E4	3.9536E5	2.2949E5	2.2841E4	2.7686E5	1.8056E5	1.4837E5	2.7374E5	2.3825E5	1.397E5				122
MGYG000003937_01694	MGYG000003937_01694	29	17	20.14	1.9079E7	1.4611E5	3.2653E5	1.251E5	1.7464E5	4.0301E6	1.6527E6	2.1616E5	2.2654E6	1.8875E6	7.1318E5	9.6124E5	4.4998E6	2.0806E6				123
MGYG000002968_00615	MGYG000002968_00615	38	2	20.13	2.8304E6	0E0	4.1874E5	4.976E5	8.9664E5	0E0	5.7177E5	1.6383E5	0E0	1.2944E5	0E0	0E0	0E0	1.5242E5				124
MGYG000004797_02618	MGYG000004797_02618	17	3	20.12	2.4613E5	0E0	0E0	0E0	0E0	1.3428E4	0E0	0E0	5.2942E4	3.1652E4	0E0	6.559E3	3.1652E4	1.099E5				125
MGYG000000212_02406	MGYG000000212_02406	39	1	20.11	2.9928E6	0E0	0E0	0E0	0E0	6.4626E5	0E0	7.8431E4	1.2808E6	0E0	0E0	0E0	0E0	9.8733E5				126
MGYG000002552_02455	MGYG000002552_02455	33	3	20.11	1.4478E8	0E0	0E0	0E0	9.6679E7	1.8338E7	0E0	7.5391E5	6.7703E6	3.2741E6	0E0	0E0	8.9265E6	1.0042E7				127
MGYG000002492_00221	MGYG000002492_00221	56	30	20.11	2.6648E8	1.7151E7	1.7723E7	7.2906E6	1.0688E7	2.0578E7	7.0673E6	2.8706E6	3.3266E7	3.4811E7	1.4168E7	3.1496E7	5.2534E7	1.6832E7				128
MGYG000000389_01907	MGYG000000389_01907	18	2	20.09	3.4436E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	3.4436E6	0E0	0E0	0E0	0E0	0E0				129
MGYG000002492_01964	MGYG000002492_01964	28	4	20.09	2.2804E6	2.6062E4	4.7115E5	2.9093E4	7.4957E4	1.2186E5	5.8074E4	1.5444E4	5.9268E5	2.4142E5	5.8046E4	4.2105E4	2.8381E5	2.657E5				130
MGYG000000262_00350	MGYG000000262_00350	35	33	20.05	1.2882E8	1.7934E6	4.3675E6	5.2981E6	1.6035E6	8.3922E6	4.7666E6	4.571E5	2.3829E7	1.9702E7	6.6872E6	2.4338E7	2.4756E7	2.831E6				131
MGYG000000142_01678	MGYG000000142_01678	122	4	20.01	1.3468E6	0E0	3.4542E4	1.0236E5	1.4362E5	1.5458E5	0E0	3.117E4	3.026E5	5.7791E5	0E0	0E0	0E0	0E0				132
MGYG000000201_03541	MGYG000000201_03541	75	4	19.96	3.5928E7	0E0	1.0255E7	8.1413E5	0E0	4.929E6	0E0	3.3335E5	5.2505E6	4.2491E6	1.4523E6	2.6087E6	5.0846E6	9.518E5				133
MGYG000000002_03797	MGYG000000002_03797	56	2	19.96	7.4227E7	0E0	0E0	0E0	0E0	1.6895E7	2.7963E6	0E0	1.1949E7	8.6347E6	2.1234E6	5.6754E6	1.9467E7	6.6863E6				134
MGYG000001338_00333	MGYG000001338_00333	65	2	19.91	4.2149E6	0E0	2.4768E5	2.5775E6	2.7843E5	4.5215E5	0E0	0E0	0E0	0E0	0E0	0E0	2.512E5	4.0793E5				135
sp|P16233|LIPP_HUMAN	sp|P16233|LIPP_HUMAN	59	58	19.89	8.4147E7	1.7625E6	3.1785E6	1.5007E6	1.0245E6	8.4436E6	1.8025E7	1.2751E6	1.1445E7	8.9912E6	2.7389E6	3.9769E6	1.3426E7	8.3598E6				136
MGYG000002528_00120	MGYG000002528_00120	22	1	19.87	2.2376E6	0E0	0E0	2.4649E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	2.3171E5	1.2977E6	4.6173E5				137
MGYG000000258_00590	MGYG000000258_00590	59	11	19.87	1.6973E7	1.2069E5	3.5736E5	1.108E6	5.3324E5	1.9092E6	6.4473E5	1.7996E5	3.4332E6	1.6576E6	9.2766E5	1.3205E6	2.9978E6	1.7832E6				138
MGYG000001380_03135	MGYG000001380_03135	37	1	19.85	1.579E7	0E0	0E0	0E0	0E0	0E0	0E0	0E0	8.1531E6	6.1989E6	0E0	0E0	0E0	1.4383E6				139
MGYG000000184_01074	MGYG000000184_01074	26	4	19.85	8.304E6	0E0	0E0	3.5306E5	1.2533E4	2.4828E6	1.2944E6	4.8783E4	5.7511E5	5.1327E5	1.9575E5	7.332E5	1.2376E6	8.5741E5				140
MGYG000002482_01886	MGYG000002482_01886	36	11	19.82	2.0308E7	1.4165E5	8.7873E4	7.438E4	1.7057E5	1.5992E6	1.0221E6	4.6032E4	4.2587E6	4.2259E6	1.3955E6	1.7856E6	4.5358E6	9.6493E5				141
MGYG000000258_00293	MGYG000000258_00293	34	19	19.8	1.4832E7	6.8335E4	1.4329E5	5.7387E4	3.7801E4	7.8662E5	6.0779E5	1.0541E5	2.5473E6	2.3258E6	4.0078E5	6.6399E5	3.0213E6	4.0667E6				142
MGYG000000263_01261	MGYG000000263_01261	58	2	19.78	2.5492E6	0E0	0E0	1.0903E5	8.8435E4	7.7964E5	2.8904E5	2.6387E4	3.6671E5	2.5323E5	8.9882E4	0E0	5.4681E5	0E0				143
MGYG000000039_01269	MGYG000000039_01269	39	5	19.78	2.8358E6	1.5815E4	8.1848E4	4.0356E4	2.1033E4	2.5497E5	0E0	4.2292E4	5.011E5	5.3771E5	1.7375E5	2.8076E5	6.0959E5	2.7656E5				144
MGYG000002528_01098	MGYG000002528_01098	115	10	19.77	5.1958E6	5.2378E4	1.9937E5	1.6769E5	4.9662E4	3.0492E5	6.3684E5	2.819E4	7.2564E5	1.096E6	3.3255E5	4.5093E5	8.8295E5	2.6866E5				145
sp|P04264|K2C1_HUMAN	sp|P04264|K2C1_HUMAN	66	53	19.77	1.6429E7	1.3106E5	6.2761E5	3.3938E5	2.049E5	1.3361E6	1.4432E6	1.7304E6	1.8413E6	1.5711E6	3.2618E6	1.7205E6	1.4879E6	7.3398E5				146
MGYG000000002_00716	MGYG000000002_00716	16	1	19.76	8.8872E7	0E0	0E0	0E0	0E0	3.0334E7	0E0	0E0	1.4504E7	8.594E6	1.6892E6	8.7891E6	2.4961E7	0E0				147
MGYG000000201_01622	MGYG000000201_01622	44	2	19.75	8.8861E5	1.7418E4	9.246E3	2.2424E4	0E0	1.2898E5	0E0	2.8332E4	1.2402E5	2.0635E5	3.936E4	1.7594E5	1.3653E5	0E0				148
MGYG000002105_00080	MGYG000002105_00080	43	2	19.75	9.1968E6	0E0	0E0	0E0	0E0	3.7947E5	4.2177E6	4.1784E5	0E0	2.2139E6	0E0	4.5671E5	1.5111E6	0E0				149
MGYG000003937_00355	MGYG000003937_00355	16	10	19.74	1.9632E7	0E0	0E0	2.1889E5	1.6187E5	7.9176E5	2.8492E5	2.0826E5	4.8599E6	4.7114E6	5.6492E5	7.1767E5	1.0594E6	6.0525E6				150
sp|P08217|CEL2A_HUMAN	sp|P08217|CEL2A_HUMAN	63	35	19.71	1.5255E8	2.7431E6	1.0348E7	8.1059E6	2.1483E6	1.767E7	3.5459E7	2.85E6	1.3845E7	1.2118E7	8.6255E6	6.4755E6	1.377E7	1.8397E7				151
MGYG000000262_01290	MGYG000000262_01290	49	44	19.7	1.7219E7	2.8093E5	4.6303E5	3.5606E5	2.799E5	3.8443E6	2.8209E6	1.6213E5	2.0145E6	1.6308E6	4.295E5	8.3075E5	3.7572E6	3.4965E5				152
sp|P35237|SPB6_HUMAN	sp|P35237|SPB6_HUMAN	29	28	19.69	7.7274E7	9.175E5	4.588E6	1.7508E6	1.372E6	2.2035E6	2.8523E6	8.518E5	1.5503E7	1.2754E7	3.5974E6	3.4379E6	2.1101E7	6.3447E6				153
MGYG000003937_01616	MGYG000003937_01616	45	45	19.69	7.8384E7	1.3232E6	5.4877E6	1.5122E6	6.6764E5	1.3643E7	4.0886E6	3.8763E5	1.191E7	9.4174E6	3.7497E6	8.0993E6	1.4702E7	3.3953E6				154
MGYG000004345_01758	MGYG000004345_01758	53	8	19.66	2.0891E7	9.7094E4	1.0122E7	4.4177E5	3.5734E4	5.0563E5	1.6243E6	1.0172E5	1.9907E6	1.2304E6	5.487E5	6.3103E5	2.6872E6	8.7508E5				155
MGYG000003694_02565	MGYG000003694_02565	41	14	19.65	1.359E7	2.4202E5	7.5199E5	3.6672E5	1.2234E5	8.0943E5	4.3271E5	1.7311E5	2.084E6	1.9076E6	9.2909E5	1.2317E6	3.3855E6	1.1537E6				156
MGYG000002492_01827	MGYG000002492_01827	81	16	19.64	6.6604E7	0E0	4.2333E6	1.9393E6	6.2227E6	2.7968E6	3.3823E6	1.0423E6	7.1236E6	5.1681E6	3.8318E6	4.5957E6	1.4756E7	1.1513E7				157
MGYG000000031_02180	MGYG000000031_02180	88	5	19.64	8.0959E5	4.3224E4	0E0	1.3568E5	7.2748E4	1.3873E5	2.4692E4	3.7015E4	0E0	1.228E5	0E0	0E0	2.3471E5	0E0				158
MGYG000000271_00306	MGYG000000271_00306	23	1	19.63	7.2948E6	0E0	5.9741E5	0E0	0E0	5.1761E5	0E0	0E0	8.5361E5	4.181E5	3.9924E5	1.103E6	0E0	3.4059E6				159
MGYG000002517_01687	MGYG000002517_01687	21	1	19.63	2.0408E7	0E0	0E0	0E0	0E0	1.2994E7	0E0	2.9449E5	0E0	5.3185E6	0E0	1.8011E6	0E0	0E0				160
MGYG000000002_02502	MGYG000000002_02502	65	5	19.61	2.5654E6	0E0	4.4397E4	4.2063E4	0E0	1.2445E6	1.077E5	1.1925E4	1.8595E5	1.6595E5	5.9838E4	2.8321E5	2.7616E5	1.4376E5				161
MGYG000000002_02119	MGYG000000002_02119	81	4	19.57	4.1634E6	0E0	0E0	0E0	7.9339E4	9.8521E5	3.1959E5	7.7654E4	4.8768E5	6.7877E5	1.9527E5	2.3947E5	7.3076E5	3.6968E5				162
MGYG000003937_00914	MGYG000003937_00914	24	10	19.55	1.4269E7	4.7596E4	7.0688E5	6.0595E4	1.1462E5	3.8493E5	4.4036E5	1.4604E5	2.4309E6	1.9206E6	4.5556E5	8.3291E5	5.2254E6	1.5028E6				163
MGYG000000263_01515	MGYG000000263_01515	73	5	19.53	1.7602E6	2.5509E4	8.9742E4	3.2717E4	0E0	9.2325E5	2.3987E5	1.3981E4	7.8046E4	1.8763E4	5.629E4	7.6826E4	1.0545E5	9.9728E4				164
MGYG000000258_00154	MGYG000000258_00154	23	16	19.51	2.4859E8	2.7347E6	3.3655E6	8.4644E6	1.2394E6	3.153E7	1.7867E7	3.1094E6	3.8535E7	3.5603E7	6.8951E6	1.0695E7	5.7714E7	3.0833E7				165
MGYG000003694_01429	MGYG000003694_01429	58	12	19.5	1.0256E6	3.2881E3	6.4592E4	1.0542E4	1.0117E4	4.1909E4	5.1817E4	8.3513E3	1.6868E5	1.6257E5	8.4352E4	5.5267E4	1.8513E5	1.7896E5				166
MGYG000000031_00741	MGYG000000031_00741	151	4	19.48	2.6592E6	0E0	1.1424E4	0E0	8.1829E4	1.7921E5	2.3398E5	1.0825E4	2.5261E5	2.0494E5	9.1754E4	0E0	1.1081E6	4.8453E5				167
sp|P02766|TTHY_HUMAN	sp|P02766|TTHY_HUMAN	22	22	19.48	1.5271E8	4.17E6	2.6598E6	7.7658E6	3.2769E6	5.9058E6	2.8033E6	1.364E6	2.0698E7	1.6442E7	2.5381E6	4.6097E6	3.6189E7	4.4291E7				168
sp|Q14002|CEAM7_HUMAN	sp|Q14002|CEAM7_HUMAN	19	19	19.46	4.4249E7	2.8823E5	3.522E6	1.002E6	5.6244E5	2.5415E6	6.6745E6	1.2765E5	6.508E6	5.7129E6	2.2065E6	6.7816E6	5.4655E6	2.8562E6				169
MGYG000001637_00069	MGYG000001637_00069	55	4	19.45	1.0587E7	4.3871E4	1.1687E5	1.7445E5	2.5387E5	3.5995E5	4.6436E5	3.5109E5	3.1616E6	7.8447E5	4.1297E5	7.7309E5	2.3911E6	1.2988E6				170
MGYG000000002_01851	MGYG000000002_01851	29	5	19.45	1.2032E7	1.1286E5	2.6234E5	2.2486E5	3.1726E5	3.0117E6	4.0911E5	1.4127E5	1.5756E6	8.0625E5	2.859E5	1.1698E6	2.8699E6	8.4552E5				171
MGYG000000989_02672	MGYG000000989_02672	16	5	19.43	1.9022E6	0E0	0E0	0E0	0E0	0E0	0E0	1.7626E5	0E0	0E0	1.4784E5	2.9321E5	0E0	1.2849E6				172
MGYG000002298_00483	MGYG000002298_00483	36	1	19.41	3.6182E5	0E0	0E0	0E0	5.8964E3	8.1292E4	0E0	0E0	1.0812E5	1.6652E5	0E0	0E0	0E0	0E0				173
MGYG000002492_01692	MGYG000002492_01692	128	13	19.39	1.0928E8	4.7431E6	4.2707E6	2.5388E6	1.0797E6	8.168E6	5.2979E6	2.667E6	1.9322E7	1.4731E7	5.8466E6	9.3078E6	2.1241E7	1.0063E7				174
MGYG000004345_00439	MGYG000004345_00439	63	12	19.39	7.7431E6	1.3083E5	6.7432E5	1.3405E5	2.2496E5	5.382E4	6.6112E5	5.7003E4	1.2709E6	9.9474E5	5.5237E5	1.1293E6	1.6847E6	1.751E5				175
sp|P35527|K1C9_HUMAN	sp|P35527|K1C9_HUMAN	39	38	19.38	4.1911E7	8.1414E5	4.7243E5	7.3094E5	6.1319E5	1.8776E6	2.007E6	8.2508E6	4.134E6	3.9571E6	1.0687E7	3.4814E6	3.0371E6	1.8478E6				176
MGYG000000258_01582	MGYG000000258_01582	109	16	19.36	2.4204E8	0E0	9.5654E6	6.1673E6	3.1647E6	4.7686E7	1.2099E7	4.5226E6	3.5041E7	3.4158E7	1.1896E7	1.3684E7	3.8632E7	2.5424E7				177
MGYG000004296_01453	MGYG000004296_01453	92	2	19.34	5.7364E6	0E0	0E0	4.1399E5	4.3049E5	6.881E5	5.7602E5	3.6409E4	0E0	3.2169E6	3.7447E5	0E0	0E0	0E0				178
MGYG000000258_00266	MGYG000000258_00266	90	13	19.34	3.2019E7	9.0735E5	1.3528E6	2.4103E5	1.665E5	3.4227E6	1.2748E6	3.7457E5	4.5961E6	4.871E6	1.7469E6	2.0629E6	7.4723E6	3.5304E6				179
MGYG000000002_01850	MGYG000000002_01850	46	4	19.32	2.1207E8	0E0	2.3519E7	1.0352E7	3.4775E6	4.4272E7	9.9543E6	4.9082E5	2.3898E7	3.8371E7	1.02E7	1.0286E7	2.4827E7	1.2422E7				180
MGYG000003694_00877	MGYG000003694_00877	49	11	19.3	4.5206E7	2.3778E6	6.7577E5	1.4759E6	4.3056E4	3.2026E6	2.2807E6	4.9362E5	5.3869E6	4.6376E6	2.2947E6	3.9874E6	9.9925E6	8.358E6				181
MGYG000000201_02602	MGYG000000201_02602	34	12	19.3	4.9217E6	2.1568E4	9.5884E4	1.0422E5	1.5932E5	8.9556E5	2.0255E5	3.6902E4	8.3121E5	8.5733E5	2.9515E5	3.4782E5	7.8976E5	2.8445E5				182
MGYG000000262_01832	MGYG000000262_01832	48	11	19.29	8.1686E7	0E0	5.1524E6	2.0817E6	8.2166E5	1.8941E7	5.2359E6	1.1593E6	7.0178E6	9.9268E6	2.4737E6	6.0539E6	1.7121E7	5.7007E6				183
MGYG000000038_02292	MGYG000000038_02292	29	26	19.26	2.3557E7	3.4577E5	1.7849E6	7.3544E5	4.3772E5	5.0045E6	1.0006E6	2.3346E5	2.6565E6	2.1408E6	1.0157E6	1.3515E6	5.2049E6	1.6457E6				184
MGYG000003694_02398	MGYG000003694_02398	60	6	19.25	9.4957E5	4.9349E3	9.1349E4	1.0784E5	1.9434E4	9.4924E4	3.0407E4	1.8778E4	9.1355E4	1.0327E5	2.4935E4	2.7323E4	1.8346E5	1.5155E5				185
MGYG000002278_02797	MGYG000002278_02797	29	3	19.25	3.5595E6	2.1384E5	0E0	0E0	0E0	0E0	0E0	2.1345E4	6.7533E5	1.9146E6	0E0	5.7155E5	0E0	1.6282E5				186
MGYG000000039_02376	MGYG000000039_02376	110	8	19.24	1.9685E7	2.9142E6	4.2242E4	4.0584E5	7.8539E5	4.4716E6	1.2705E6	8.1578E5	1.6294E6	1.3936E6	6.9164E5	9.5454E5	2.2403E6	2.0698E6				187
MGYG000000038_00748	MGYG000000038_00748	41	40	19.24	8.0027E7	1.3451E6	1.6513E6	9.9964E5	2.137E6	1.5223E7	1.0558E7	2.5288E5	1.0045E7	8.4639E6	3.0037E6	7.4509E6	1.7069E7	1.8281E6				188
MGYG000003694_01770	MGYG000003694_01770	79	13	19.23	3.1248E7	5.7864E5	4.5182E6	1.6275E6	1.2149E6	2.4186E6	6.0977E5	6.3558E5	3.9225E6	3.3788E6	1.6122E6	1.3922E6	5.5438E6	3.7954E6				189
MGYG000000201_01306	MGYG000000201_01306	16	1	19.23	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				190
MGYG000000038_00758	MGYG000000038_00758	108	9	19.22	3.3251E7	1.6495E5	2.1834E6	4.0064E5	6.9699E5	3.2312E6	6.1505E6	1.9527E5	4.6184E6	5.1731E6	1.6746E6	2.3043E6	5.6255E6	8.321E5				191
MGYG000004789_00981	MGYG000004789_00981	57	1	19.21	3.6365E7	0E0	0E0	0E0	0E0	1.1727E7	2.1064E7	4.9059E5	0E0	0E0	0E0	3.083E6	0E0	0E0				192
MGYG000001338_01847	MGYG000001338_01847	92	49	19.19	9.8058E6	3.3087E4	6.6193E5	6.4769E5	1.2471E5	1.9154E6	1.7815E5	6.0577E4	1.204E6	1.096E6	3.8258E5	1.7432E6	1.4995E6	2.5902E5				193
MGYG000004296_01931	MGYG000004296_01931	19	4	19.18	1.7163E6	2.299E4	0E0	0E0	0E0	2.7342E5	1.2548E5	1.6782E4	2.8069E5	2.5893E5	4.317E4	1.2281E5	3.6752E5	2.0451E5				194
MGYG000002492_01963	MGYG000002492_01963	36	1	19.17	4.2419E7	0E0	0E0	0E0	0E0	0E0	0E0	0E0	1.1106E7	1.8942E6	1.5017E6	4.2749E6	2.3642E7	0E0				195
MGYG000003937_01444	MGYG000003937_01444	27	15	19.16	2.427E7	2.9696E5	2.95E5	1.7202E5	3.3803E5	7.3869E6	6.7152E5	1.4638E5	2.9848E6	2.0066E6	3.9077E5	1.0971E6	5.3081E6	3.176E6				196
MGYG000000263_02727	MGYG000000263_02727	45	5	19.16	1.2072E6	3.5694E3	3.7291E4	8.5901E3	7.846E3	1.2278E5	7.6201E4	9.7496E3	1.3165E5	2.0986E5	8.0107E4	1.1015E5	2.8231E5	1.2707E5				197
MGYG000003937_00079	MGYG000003937_00079	35	20	19.14	2.9181E7	3.1811E5	1.6697E6	5.3387E5	3.7334E5	5.9176E6	1.609E6	2.2954E5	4.3478E6	3.3024E6	8.6219E5	1.3851E6	6.4862E6	2.1462E6				198
sp|P48052|CBPA2_HUMAN	sp|P48052|CBPA2_HUMAN	30	30	19.14	2.5229E7	1.0741E5	1.4208E6	8.2648E5	6.724E5	1.2654E6	2.0554E6	1.81E5	4.7715E6	3.6729E6	1.3589E6	1.4227E6	6.1044E6	1.3701E6				199
MGYG000000201_01034	MGYG000000201_01034	21	6	19.14	4.5313E7	0E0	1.2734E6	1.117E6	0E0	7.0797E6	0E0	1.2301E6	7.4449E6	4.0097E6	1.8639E6	6.3972E6	1.4897E7	0E0				200
MGYG000000031_02052	MGYG000000031_02052	60	3	19.14	1.4324E7	0E0	3.9342E5	5.505E5	3.1656E6	4.3978E6	9.1485E4	8.789E4	9.6553E5	8.0651E5	3.4887E5	6.5928E5	1.3518E6	1.5053E6				201
MGYG000000263_01260	MGYG000000263_01260	63	2	19.14	2.1888E8	0E0	9.3775E7	1.3043E7	0E0	3.9841E7	0E0	0E0	1.3394E7	9.0856E6	4.7606E6	1.3677E7	2.4705E7	6.5971E6				202
MGYG000000002_01283	MGYG000000002_01283	102	4	19.13	9.7312E6	0E0	0E0	4.1152E5	1.306E5	2.7398E6	4.3886E5	1.2922E5	1.708E6	8.6507E5	7.2988E5	8.1971E4	1.3893E6	1.1069E6				203
MGYG000000050_01507	MGYG000000050_01507	50	1	19.11	1.6913E6	0E0	3.7678E4	0E0	0E0	8.1375E5	1.1262E5	1.2264E4	1.5048E5	1.6234E5	0E0	0E0	3.1071E5	9.1506E4				204
MGYG000001338_03373	MGYG000001338_03373	151	2	19.1	2.218E6	6.1234E4	3.6597E5	3.7895E5	7.696E4	7.1571E5	0E0	1.8605E4	6.7634E4	0E0	0E0	0E0	5.329E5	0E0				205
MGYG000000002_03594	MGYG000000002_03594	137	3	19.07	1.4028E7	1.553E5	5.3145E6	2.6354E5	5.5439E4	2.2381E5	2.0602E5	2.0525E5	1.8515E6	1.8335E6	7.4927E5	8.3625E5	1.4914E6	8.423E5				206
MGYG000002492_00659	MGYG000002492_00659	42	8	19.05	1.3083E6	9.399E3	1.7571E5	3.745E4	4.712E3	1.1504E5	5.9029E4	8.8046E4	1.4478E5	9.0455E4	9.7908E4	8.7354E4	2.7595E5	1.2249E5				207
MGYG000000142_01978	MGYG000000142_01978	94	4	19.04	1.8098E8	0E0	1.1222E7	1.6085E7	1.0031E6	5.3301E7	1.0356E7	4.7696E5	1.9821E7	1.9226E7	5.1138E6	1.3634E7	2.8962E7	1.7806E6				208
MGYG000002528_00119	MGYG000002528_00119	34	1	19.04	3.3224E6	0E0	0E0	4.729E4	0E0	0E0	4.7781E5	1.0419E5	2.241E6	0E0	1.1821E5	0E0	3.3385E5	0E0				209
MGYG000000251_02115	MGYG000000251_02115	43	8	19.02	4.2141E6	0E0	1.0049E5	1.8039E5	5.5778E4	1.2516E6	3.6525E5	8.5782E4	6.2438E5	2.362E5	0E0	7.3308E5	5.811E5	0E0				210
MGYG000000251_00064	MGYG000000251_00064	108	6	19.02	3.4472E6	4.9284E5	8.5923E4	2.7825E4	3.2704E5	2.7777E5	2.9349E5	5.6268E4	7.4717E5	3.0933E5	1.7721E5	1.1244E5	5.045E5	3.5375E4				211
MGYG000000142_02223	MGYG000000142_02223	63	4	18.96	2.4119E7	5.9308E5	4.7905E5	4.3026E5	3.049E5	3.9326E6	1.0752E6	1.1465E5	4.4176E6	2.5332E6	1.016E6	1.6873E6	3.3707E6	4.1644E6				212
MGYG000002298_02804	MGYG000002298_02804	17	4	18.95	1.0965E7	0E0	3.6653E6	0E0	0E0	0E0	0E0	1.6777E6	0E0	0E0	0E0	5.6225E6	0E0	0E0				213
MGYG000003937_00267	MGYG000003937_00267	21	12	18.93	1.8294E7	2.1218E5	1.0201E6	2.6326E5	9.1798E4	8.3013E5	1.2157E6	1.1774E5	2.708E6	2.1761E6	8.4949E5	1.0696E6	4.6926E6	3.0468E6				214
MGYG000000262_00028	MGYG000000262_00028	24	3	18.91	3.1846E7	0E0	3.9352E5	0E0	0E0	1.9668E6	2.3136E6	6.0942E5	6.3241E6	9.7237E6	1.4849E6	1.9184E6	3.8567E6	3.2552E6				215
MGYG000000226_01204	MGYG000000226_01204	41	23	18.9	3.1538E5	8.5125E2	9.6535E3	4.3116E3	3.7632E3	1.1056E4	5.1998E4	3.9321E3	4.9016E4	4.2648E4	1.2303E4	4.1821E4	7.1084E4	1.2944E4				216
MGYG000000262_02232	MGYG000000262_02232	37	25	18.85	6.3021E7	1.8545E6	4.9327E6	3.7E6	7.2824E5	1.0706E7	1.9829E6	3.821E5	6.9689E6	5.7499E6	3.4989E6	3.7971E6	1.4539E7	4.1803E6				217
MGYG000002528_00366	MGYG000002528_00366	44	5	18.83	7.9986E5	3.3811E3	2.4644E2	0E0	8.0099E1	0E0	2.5318E4	4.7072E3	1.3761E5	8.3208E4	4.0891E4	9.9315E4	1.776E5	2.2751E5				218
